"","LotArea","Neighborhood","OverallQual","OverallCond","YearBuilt","TotalBsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","HalfBath","Fireplaces","GarageArea","PoolArea","EnclosedPorch","OpenPorchSF","SalePrice"
"270",8250,"SawyerW",6,7,1981,NA,"Y",964,918,1882,2,0,2,612,0,0,0,188985
"271",9750,"Sawyer",5,5,1962,980,"Y",980,NA,980,1,0,0,400,0,0,28,185290
"272",8499,"Sawyer",5,6,1961,864,"Y",864,NA,864,1,0,0,732,0,0,312,177304
"273",9079,"Sawyer",5,5,1961,864,"Y",864,0,864,1,0,0,440,0,0,0,166274
"274",9316,"Sawyer",5,5,1965,1024,"Y",1020,0,1020,2,0,0,288,0,0,0,177807
"275",7791,"Sawyer",5,8,1963,912,"Y",912,NA,912,1,0,0,300,0,0,0,180330
"276",7150,"Sawyer",5,6,1962,912,"Y",912,0,912,1,0,0,252,0,0,0,179069
"277",15676,"Veenker",8,8,1980,2014,"Y",2014,NA,2014,2,0,2,864,0,0,0,175943
"278",11949,"NoRidge",7,8,1991,975,"Y",975,780,1755,2,1,1,524,0,0,60,185199
"279",2880,"Somerst",7,5,2004,1376,"Y",1376,1629,3005,2,1,1,704,0,0,177,167350
"280",3830,"Somerst",6,5,2008,1726,"Y",1726,0,1726,2,1,1,561,0,0,254,149315
"281",4217,"Somerst",6,5,2008,1145,"Y",1256,NA,1256,1,1,1,641,0,0,169,139010
"282",2998,"Somerst",6,5,2000,756,"Y",756,756,1512,2,1,0,440,0,0,32,155412
"283",3768,"Somerst",7,5,1999,691,"Y",713,739,1452,2,1,0,506,0,0,34,171308
"284",14694,"Veenker",8,9,1977,1694,"Y",1694,NA,1694,2,0,1,642,0,0,120,176220
"285",15417,"Veenker",7,5,1981,1740,"Y",1740,0,1740,1,1,0,540,0,218,20,177643
"286",9600,"Veenker",8,5,1976,392,"Y",1487,1012,2499,2,1,1,527,0,0,64,187222
"287",12732,"NWAmes",7,6,1974,752,"Y",1285,782,2067,2,1,2,784,0,0,40,185635
"288",10400,"NWAmes",6,7,1967,932,"Y",1271,1369,2640,2,1,1,515,0,0,120,206492
"289",9600,"NWAmes",5,5,1969,1288,"Y",1336,0,1336,2,0,1,502,0,0,11,181681
"290",9000,"NWAmes",6,5,1969,1216,"Y",1216,NA,1216,1,0,0,336,0,0,0,180500
"291",13774,"NWAmes",7,7,1977,908,"Y",1316,972,2288,1,2,2,520,0,0,72,206486
"292",7130,"NAmes",5,6,1967,864,"Y",864,0,864,1,0,0,312,0,0,0,161334
"293",9600,"NAmes",5,5,1967,1568,"Y",1568,0,1568,1,1,0,440,0,0,40,176156
"294",9600,"NWAmes",7,5,1974,1165,"Y",1165,896,2061,2,1,1,498,0,0,77,191642
"295",16500,"NWAmes",6,5,1971,1232,"Y",1320,0,1320,2,0,1,495,0,0,20,191945
"296",7436,"NAmes",4,7,1960,894,"Y",894,NA,894,1,0,1,396,0,0,0,164146
"297",8125,"NAmes",5,7,1959,864,"Y",864,0,864,1,0,0,308,0,0,0,179883
"298",9450,"NAmes",4,5,1957,1040,"Y",1362,NA,1362,1,0,1,768,0,84,0,178071
"299",13495,"NAmes",5,6,1956,1048,"Y",1728,NA,1728,2,0,1,576,0,0,99,188241
"300",9350,"NAmes",5,6,1961,1313,"Y",1313,NA,1313,1,1,1,610,0,0,28,174559
"301",10500,"NAmes",5,5,1964,1292,"Y",1292,NA,1292,1,1,2,520,0,0,32,182347
"302",8970,"NAmes",5,6,1965,744,"Y",825,1315,2140,2,1,1,549,0,264,40,191507
"303",11475,"NAmes",6,6,1961,1208,"Y",1576,NA,1576,1,0,1,368,0,0,0,199751
"304",9768,"NAmes",5,5,1955,960,"Y",960,NA,960,1,0,0,330,0,0,70,162106
"305",9900,"NAmes",6,5,1967,1680,"Y",1691,NA,1691,1,0,0,550,0,260,67,164575
"306",10573,"NAmes",6,6,1961,1453,"Y",1453,NA,1453,2,0,1,530,0,0,49,179176
"307",14695,"NAmes",6,8,1966,1562,"Y",1567,NA,1567,2,0,2,542,0,0,110,177327
"308",8760,"NAmes",5,7,1956,1169,"Y",1144,NA,1144,1,0,0,286,0,0,0,177818
"309",12285,"NAmes",7,6,1960,1329,"Y",1329,0,1329,1,1,2,441,0,203,0,186965
"310",9240,"NAmes",6,8,1959,988,"Y",988,NA,988,2,0,0,297,0,0,0,178762
"311",8750,"NAmes",5,5,1956,1202,"Y",1202,0,1202,1,0,0,304,0,120,35,183322
"312",8750,"NAmes",5,5,1955,1382,"Y",1382,0,1382,1,0,0,350,0,0,0,178903
"313",10400,"NAmes",4,5,1956,1200,"Y",1200,NA,1200,1,0,2,294,0,140,189,186570
"314",9482,"NAmes",5,4,1958,1866,"Y",1866,0,1866,2,0,0,495,0,0,0,199144
"315",8128,"NAmes",6,7,1954,1062,"Y",1062,NA,1062,1,0,0,297,0,0,0,172154
"316",13070,"NAmes",5,5,1951,631,"Y",1112,0,1112,1,0,0,480,0,0,0,177444
"317",8480,"NAmes",5,6,1945,793,"Y",793,NA,793,1,0,0,240,0,0,0,166200
"318",7626,"NAmes",5,8,1952,1031,"Y",1031,NA,1031,1,0,0,230,0,0,0,158995
"319",9533,"NAmes",5,5,1953,NA,"Y",1210,0,1210,1,1,0,616,0,100,0,168273
"320",11419,"NAmes",7,7,1948,699,"Y",801,726,1527,1,1,1,410,0,134,0,189680
"321",9600,"NAmes",5,6,1950,1200,"Y",1200,0,1200,1,0,0,246,0,0,0,181681
"322",5470,"OldTown",3,5,1958,792,"Y",792,0,792,1,0,0,366,0,0,90,160277
"323",10800,"OldTown",5,7,1939,676,"Y",676,676,1352,2,0,0,720,0,128,0,197318
"324",8146,"OldTown",4,8,1900,405,"Y",717,322,1039,1,0,0,281,0,168,0,162228
"325",10230,"OldTown",5,7,1925,1054,"Y",1078,0,1078,1,0,0,264,0,0,0,187340
"326",10410,"OldTown",4,5,1915,1313,"Y",1313,0,2377,2,0,1,528,0,432,0,181065
"327",7200,"OldTown",7,9,1910,560,"Y",930,760,1690,2,0,0,624,0,112,0,190233
"328",5400,"OldTown",2,5,1940,416,"N",599,NA,599,1,0,0,0,0,0,81,157929
"329",10800,"OldTown",5,7,1920,720,"N",846,0,846,1,0,0,576,0,0,0,168557
"330",10800,"OldTown",3,5,1890,630,"Y",725,0,725,1,1,0,320,0,0,30,160805
"331",9671,"NAmes",6,5,1969,1248,"Y",1248,1296,2544,2,2,0,907,0,0,0,221648
"332",10143,"NAmes",6,7,1963,1380,"Y",1380,0,1380,1,1,0,364,0,0,0,180539
"333",11500,"NAmes",6,4,1967,1040,"Y",1040,NA,1040,1,0,1,480,0,156,0,182105
"334",8010,"NAmes",6,9,1958,951,"Y",951,NA,951,1,0,0,480,0,42,0,166380
"335",10454,"NAmes",6,6,1957,1105,"Y",1105,0,1105,1,0,0,308,0,0,0,178942
"336",9000,"NAmes",6,6,1958,160,"Y",1142,0,1142,1,0,1,384,0,64,28,162804
"337",8064,"NAmes",6,5,1950,795,"N",765,368,1133,1,0,0,900,0,0,0,183077
"338",7350,"NAmes",5,6,1958,1041,"Y",1041,0,1041,1,0,0,294,0,0,0,171728
"339",7200,"NAmes",5,7,1952,732,"Y",732,NA,732,1,0,0,240,0,0,68,164786
"340",8000,"NAmes",5,5,1959,528,"Y",1183,NA,1183,1,0,0,288,0,0,0,177427
"341",10800,"NAmes",4,7,1949,832,"Y",832,629,1461,2,0,0,384,0,0,204,197318
"342",8064,"NAmes",6,7,1948,864,"Y",1064,0,1495,1,0,0,576,0,0,36,178658
"343",7570,"NAmes",6,5,1964,780,"Y",993,813,1806,1,1,0,483,0,0,55,185437
"344",8604,"NAmes",5,7,1978,941,"Y",941,NA,941,1,0,0,564,0,0,40,169759
"345",7936,"NAmes",6,6,1963,1045,"Y",1045,NA,1045,1,0,1,264,0,0,0,173986
"346",4080,"OldTown",6,8,1935,901,"Y",861,517,1378,1,0,0,162,0,40,0,168607
"347",10307,"OldTown",6,5,1910,972,"N",972,972,1944,2,0,0,324,0,169,28,194138
"348",15660,"OldTown",5,8,1910,240,"Y",810,496,1306,1,1,0,472,0,0,0,192502
"349",9900,"OldTown",5,8,1910,504,"Y",764,700,1464,2,0,0,0,0,176,0,176746
"350",6406,"OldTown",5,6,1939,690,"Y",868,690,1558,1,1,1,400,0,0,36,177604
"351",7627,"OldTown",4,6,1920,600,"N",1101,600,1701,2,0,0,0,0,148,0,193283
"352",10134,"OldTown",5,5,1910,801,"N",801,646,1447,1,0,0,0,0,244,0,181627
"353",6000,"OldTown",5,7,1950,768,"Y",768,560,1328,1,1,0,308,0,0,12,169071
"354",7404,"OldTown",4,6,1920,861,"Y",861,0,861,1,0,0,288,0,128,0,167398
"355",5925,"OldTown",2,4,1940,NA,"N",612,0,612,1,0,0,308,0,25,0,150106
"356",8520,"OldTown",5,8,1923,624,"Y",792,0,792,1,0,0,287,0,81,0,159650
"357",9600,"OldTown",4,4,1910,677,"Y",833,677,1510,2,0,0,720,0,160,0,179471
"358",8400,"OldTown",6,7,1900,917,"Y",1090,917,2007,2,0,0,357,0,0,235,177109
"359",3600,"OldTown",6,7,1917,624,"Y",664,624,1288,1,0,1,280,0,0,103,166558
"360",3300,"OldTown",4,3,1910,624,"Y",816,0,816,1,0,1,0,0,0,33,153796
"361",5400,"OldTown",6,6,1920,972,"Y",1044,0,1480,1,0,0,207,0,176,0,174520
"362",9720,"OldTown",6,7,1910,741,"Y",780,741,1521,1,0,0,640,0,238,0,196297
"363",9392,"IDOTRR",3,3,1900,245,"N",797,0,797,1,0,0,0,0,94,36,169100
"364",6615,"BrkSide",6,6,1923,1022,"N",1432,0,1432,1,0,1,216,0,0,61,176911
"365",4960,"BrkSide",5,7,1930,297,"Y",1001,653,1654,2,0,1,336,0,0,60,169234
"366",6000,"BrkSide",5,5,1924,468,"Y",822,320,1142,1,0,0,320,0,98,0,172386
"367",6120,"BrkSide",5,6,1925,960,"Y",995,0,995,1,0,0,264,0,51,15,156031
"368",6120,"BrkSide",5,6,1938,952,"Y",994,588,1582,2,0,1,250,0,34,0,168202
"369",8635,"BrkSide",5,5,1925,1072,"Y",1072,NA,1072,1,0,0,1184,0,105,0,166505
"370",8094,"OldTown",6,6,1915,1048,"Y",1048,720,1768,2,0,0,576,0,150,0,176507
"371",9928,"OldTown",7,8,1915,672,"Y",1272,672,1944,2,0,0,216,0,0,28,180116
"372",3000,"OldTown",5,1,1922,1040,"N",1088,1040,2128,2,0,0,0,0,0,56,183072
"373",6876,"IDOTRR",6,5,1927,720,"Y",1146,784,1930,2,0,0,316,0,213,0,189595
"374",5775,"OldTown",6,7,1915,483,"Y",741,686,1427,1,0,0,379,0,112,24,167523
"375",5852,"OldTown",7,5,1902,1020,"N",978,886,1864,2,1,0,0,0,102,188,210817
"376",5160,"IDOTRR",6,6,1927,1204,"Y",1204,462,1666,1,0,0,384,0,148,0,172942
"377",5160,"IDOTRR",4,6,1923,858,"Y",892,NA,892,1,0,0,0,0,105,0,145286
"378",10320,"IDOTRR",6,7,1915,698,"Y",754,649,1403,1,1,0,308,0,288,0,176468
"379",4280,"Sawyer",4,9,1946,560,"Y",704,0,704,1,0,0,220,0,24,0,159040
"380",10800,"Edwards",5,5,1987,1200,"Y",1200,NA,1200,3,0,0,0,0,0,0,178518
"381",10547,"Edwards",5,5,1978,1152,"Y",1152,NA,1152,2,0,0,252,0,0,0,169163
"382",9780,"Edwards",5,3,1934,585,"N",687,425,1112,2,0,0,226,0,0,0,189786
"383",11625,"Sawyer",5,6,1967,1052,"Y",1052,0,1052,1,1,1,668,0,0,215,181246
"384",8014,"Sawyer",6,5,1978,456,"Y",1034,0,1034,1,0,1,504,0,0,0,176349
"385",15400,"Sawyer",5,5,1961,552,"Y",904,611,1774,2,0,1,384,0,0,40,205266
"386",15312,"Sawyer",6,5,1960,1138,"Y",1138,0,1138,1,0,1,480,0,0,0,187397
"387",15584,"ClearCr",5,5,1956,825,"Y",2071,0,2071,1,1,1,336,0,0,28,208943
"388",9000,"Sawyer",2,2,1947,NA,"N",660,0,660,1,0,0,0,0,100,0,165014
"389",15635,"Edwards",4,5,1954,NA,"Y",1383,0,1383,1,0,0,498,0,90,0,182492
"390",9571,"Edwards",5,5,1956,1073,"Y",1073,NA,1073,1,0,0,340,0,0,0,161718
"391",9350,"Edwards",6,7,1946,747,"Y",892,747,1639,1,1,1,240,0,0,50,180084
"392",7440,"Edwards",5,6,1954,1089,"Y",1089,NA,1089,1,0,1,252,0,0,0,178534
"393",4235,"Edwards",5,5,1984,1049,"Y",1049,NA,1049,2,0,0,266,0,0,105,151217
"394",10778,"SawyerW",7,6,1990,1054,"Y",1061,NA,1061,1,1,0,462,0,0,36,156342
"395",19255,"SawyerW",6,5,1983,520,"Y",1338,0,1338,1,1,1,576,0,0,0,188511
"396",10560,"SawyerW",7,5,1993,1079,"Y",1079,800,1879,2,1,1,473,0,144,100,183570
"397",26400,"SawyerW",5,7,1880,NA,"Y",1288,728,2016,1,0,1,576,0,0,0,225810
"398",7018,"SawyerW",5,5,1979,NA,"Y",1114,1114,2228,2,0,0,720,0,0,0,214217
"399",7018,"SawyerW",5,5,1979,NA,"Y",1535,0,1535,2,0,0,400,0,0,0,187665
"400",7040,"SawyerW",5,5,1979,1094,"Y",1229,NA,1229,0,2,2,672,0,0,0,161157
"401",7007,"SawyerW",5,5,1979,NA,"Y",1513,0,1513,2,0,0,400,0,0,0,187643
"402",11855,"SawyerW",7,5,2000,1168,"Y",1168,1619,2787,4,2,2,820,0,0,0,228156
"403",7939,"SawyerW",7,5,2000,1168,"Y",1168,1619,2787,4,2,2,820,0,0,0,220449
"404",7976,"SawyerW",7,5,2000,1168,"Y",1168,1619,2787,4,2,2,820,0,0,0,220522
"405",10933,"CollgCr",9,5,2009,1555,"Y",1680,NA,1680,1,1,1,1138,0,0,24,156647
"406",10816,"CollgCr",9,5,2008,1720,"Y",1720,NA,1720,2,0,1,846,0,0,104,187388
"407",9178,"CollgCr",8,5,2008,1468,"Y",1468,0,1468,2,0,1,904,0,0,142,178640
"408",11422,"CollgCr",8,5,2007,1838,"Y",1838,NA,1838,2,0,2,524,0,0,222,180847
"409",6762,"CollgCr",7,5,2007,1282,"Y",1290,NA,1290,2,0,1,662,0,0,0,159505
"410",10324,"CollgCr",8,5,2008,1254,"Y",1254,NA,1254,2,0,0,810,0,0,92,164305
"411",11645,"CollgCr",8,5,2005,1498,"Y",1498,0,1498,2,0,1,844,0,0,98,180181
"412",11646,"CollgCr",6,5,2005,704,"Y",704,718,1422,2,1,1,440,0,0,28,184602
"413",16698,"ClearCr",7,5,1992,1449,"Y",944,815,1759,2,1,1,525,0,0,193,193440
"414",9757,"CollgCr",5,7,1994,990,"Y",990,NA,990,1,0,0,440,0,0,0,184199
"415",14753,"CollgCr",7,5,1998,1463,"Y",1463,NA,1463,2,0,0,539,0,0,81,196241
"416",8750,"CollgCr",6,5,1998,928,"Y",928,844,1772,2,1,1,492,0,0,96,175588
"417",10739,"CollgCr",7,5,2002,1431,"Y",1444,NA,1444,2,0,0,577,0,0,40,179503
"418",11166,"CollgCr",7,5,2001,1492,"Y",1492,0,1492,2,0,1,608,0,0,114,183658
"419",16269,"CollgCr",5,5,1978,907,"Y",907,0,907,1,0,0,343,0,0,0,193700
"420",6950,"CollgCr",5,7,1979,914,"Y",914,NA,914,1,0,0,444,0,0,0,165399
"421",11664,"CollgCr",7,5,2002,1569,"Y",1611,NA,1611,2,0,0,1231,0,0,93,186847
"422",12334,"CollgCr",8,5,2003,1068,"Y",1068,1116,2184,2,1,1,570,0,0,132,198127
"423",8749,"CollgCr",7,5,2002,840,"Y",840,885,1725,2,1,0,550,0,0,48,183320
"424",11250,"CollgCr",7,5,2001,944,"Y",944,926,1870,2,1,0,608,0,0,43,181613
"425",15750,"CollgCr",8,5,1999,1462,"Y",1513,NA,1513,2,0,1,521,0,0,34,178298
"426",12782,"CollgCr",8,5,2002,1822,"Y",1828,NA,1828,2,0,1,523,0,0,144,185733
"427",8750,"CollgCr",7,5,1997,1417,"Y",1417,NA,1417,2,0,1,511,0,0,0,180008
"428",10200,"CollgCr",8,5,2007,1578,"Y",1602,NA,1602,2,0,1,810,0,0,48,175127
"429",11069,"CollgCr",6,5,2007,608,"Y",608,788,1396,2,1,1,440,0,0,36,183467
"430",10682,"Edwards",4,6,1960,1014,"Y",1149,NA,1149,1,0,0,544,0,0,240,182705
"431",3675,"Edwards",6,5,2005,547,"Y",1072,NA,1072,1,0,0,525,0,0,28,152324
"432",6410,"Edwards",4,5,1959,876,"Y",876,0,876,1,0,0,320,0,0,0,169878
"433",11767,"Edwards",5,5,1950,1078,"Y",1368,NA,1368,1,0,0,195,0,211,41,183735
"434",10926,"Edwards",5,5,1959,1678,"Y",1678,0,1678,2,0,0,0,0,0,0,224118
"435",11767,"Edwards",5,5,1956,1150,"Y",1560,0,1560,1,0,1,313,0,0,0,169355
"436",8212,"Edwards",5,6,1941,720,"Y",854,444,1298,1,0,2,256,0,0,0,180054
"437",6300,"SWISU",5,4,1938,832,"Y",832,436,1268,1,1,2,250,0,55,0,174081
"438",5707,"SWISU",6,6,1935,583,"Y",647,595,1242,1,1,1,180,0,0,96,168494
"439",8574,"Crawfor",6,8,1916,816,"Y",1232,0,1232,1,0,1,440,0,180,0,181871
"440",7155,"Crawfor",7,8,1918,600,"Y",628,600,1228,1,0,1,215,0,0,113,173554
"441",13680,"Crawfor",5,6,1940,840,"Y",840,727,1567,1,1,2,440,0,150,21,169805
"442",14680,"Crawfor",5,4,1960,1273,"Y",1273,0,1273,1,0,0,307,0,0,0,176192
"443",8145,"Crawfor",7,6,1940,920,"Y",1240,1240,2480,2,1,2,400,0,57,0,204264
"444",9100,"Crawfor",5,6,1954,1112,"Y",1112,NA,1112,1,0,1,390,0,0,0,169630
"445",13339,"Crawfor",6,6,1960,1561,"Y",1561,NA,1561,2,0,1,463,0,0,148,185724
"446",15600,"Crawfor",5,7,1949,1067,"N",986,537,1523,2,0,1,295,0,81,0,195699
"447",17500,"Crawfor",6,5,1954,1310,"Y",1906,NA,1906,1,1,2,576,0,0,201,189494
"448",1733,"Blueste",6,6,1980,516,"Y",516,516,1032,1,0,1,452,0,0,0,149607
"449",1488,"Blueste",6,6,1980,561,"Y",561,668,1229,1,1,1,462,0,0,0,154650
"450",1612,"Blueste",6,6,1980,561,"Y",561,668,1229,1,1,1,462,0,0,0,151579
"451",13607,"Crawfor",6,6,1986,572,"Y",1182,800,1982,2,1,1,501,0,0,112,185147
"452",17597,"Crawfor",7,9,1971,1803,"Y",2365,NA,2365,2,0,2,551,0,0,144,196314
"453",8660,"IDOTRR",5,6,1900,760,"N",928,928,2168,2,0,0,576,0,78,160,210802
"454",10200,"IDOTRR",4,6,1925,572,"N",572,0,572,1,0,0,200,0,72,0,166271
"455",3843,"Crawfor",8,5,2007,1596,"Y",1648,NA,1648,2,0,1,482,0,0,53,154865
"456",21780,"IDOTRR",2,4,1910,NA,"N",810,0,810,1,0,0,280,0,0,24,173575
"457",10125,"Mitchel",8,5,2000,1107,"Y",1040,1012,2052,2,1,1,642,0,0,91,179399
"458",9750,"Mitchel",6,6,1977,902,"Y",926,NA,926,1,0,1,351,0,0,0,164280
"459",9360,"Mitchel",6,7,1977,957,"Y",1287,NA,1287,1,1,2,541,0,0,39,171247
"460",11070,"Mitchel",5,5,1991,1582,"Y",1595,NA,1595,2,0,0,672,0,0,0,166878
"461",13438,"Timber",9,5,2008,2190,"Y",2036,NA,2036,2,0,1,780,0,0,154,188129
"462",14463,"Timber",9,5,2008,1641,"Y",1641,NA,1641,2,0,0,885,0,0,95,183517
"463",9839,"Timber",6,8,1980,712,"Y",1375,862,2237,2,1,1,440,0,0,24,175522
"464",14419,"Timber",7,5,1987,1645,"Y",1479,NA,1479,2,1,1,578,0,0,238,190060
"465",9157,"Timber",7,5,2003,912,"Y",1072,942,2014,2,1,0,486,0,0,114,174179
"466",12633,"Timber",9,5,2007,1978,"Y",1978,NA,1978,2,0,1,920,0,0,52,171059
"467",12518,"Mitchel",5,7,1968,1008,"Y",1008,0,1008,1,0,0,384,0,0,0,183004
"468",13383,"Mitchel",5,5,1969,1188,"Y",1404,0,1404,2,0,1,504,0,0,16,183601
"469",7689,"Mitchel",5,8,1972,796,"Y",796,0,796,1,0,0,336,0,0,0,163539
"470",7706,"Mitchel",6,5,1993,384,"Y",1091,0,1091,1,0,0,429,0,0,0,164677
"471",7669,"Mitchel",5,6,1992,828,"Y",883,NA,883,1,0,1,698,0,0,32,162395
"472",10429,"Mitchel",5,5,1992,624,"Y",624,663,1287,1,1,0,440,0,0,0,182207
"473",10457,"Mitchel",5,7,1969,784,"Y",784,848,1632,1,1,1,898,0,368,173,192223
"474",8702,"Gilbert",6,5,1997,926,"Y",926,678,1604,2,1,1,470,0,0,36,176391
"475",8139,"Gilbert",6,5,1995,680,"Y",680,790,1470,2,1,1,420,0,0,49,181913
"476",9535,"Gilbert",6,5,1998,926,"Y",926,678,1604,2,1,0,472,0,0,82,179136
"477",15038,"Gilbert",6,5,1996,916,"Y",916,720,1636,2,1,1,386,0,0,84,196595
"478",14137,"Gilbert",5,5,1996,1348,"Y",1384,NA,1384,2,0,0,404,0,0,39,194822
"479",6264,"StoneBr",8,5,1997,1664,"Y",1682,NA,1682,1,1,1,528,0,0,0,148356
"480",5070,"StoneBr",8,5,1992,1280,"Y",1280,0,1280,2,0,0,506,0,0,82,160387
"481",11184,"Gilbert",6,5,1998,932,"Y",932,701,1633,2,1,1,460,0,0,39,181276
"482",14067,"Gilbert",6,5,1991,836,"Y",851,858,1709,2,1,0,416,0,0,40,192474
"483",5950,"StoneBr",8,5,1989,1337,"Y",1337,NA,1337,2,0,1,462,0,154,73,157699
"484",13543,"StoneBr",8,5,2005,1168,"Y",1168,1332,2500,3,1,1,683,0,0,32,215785
"485",15401,"StoneBr",9,5,2004,1884,"Y",1884,NA,1884,2,0,1,670,0,0,76,181824
"486",31220,"Gilbert",6,2,1952,1632,"Y",1474,0,1474,1,0,2,495,0,144,0,221813
"487",8118,"StoneBr",9,5,2007,1710,"Y",1710,NA,1710,2,0,1,557,0,0,48,165281
"488",47280,"Gilbert",6,5,1950,1488,"Y",1488,0,1488,2,1,1,738,0,180,0,255629
"489",12680,"NWAmes",7,6,1988,1675,"Y",1688,NA,1688,2,0,1,528,0,0,48,173154
"490",10825,"NWAmes",7,7,1983,1260,"Y",1260,NA,1260,2,0,0,598,0,0,0,183884
"491",18559,"NWAmes",7,5,1978,2048,"Y",2064,NA,2064,2,0,2,550,0,0,0,200210
"492",14450,"NWAmes",7,5,1979,1782,"Y",1782,0,1782,2,0,1,551,0,0,0,186599
"493",13068,"NWAmes",6,5,1976,1211,"Y",1211,NA,1211,2,0,1,461,0,0,0,192718
"494",10400,"NWAmes",7,6,1980,738,"Y",1277,767,2044,2,1,1,489,0,0,73,178628
"495",9743,"NWAmes",5,6,1969,720,"Y",720,588,1308,1,1,0,484,0,0,0,180650
"496",12511,"NWAmes",7,7,1978,1420,"Y",1420,1420,2840,2,1,2,1314,0,0,16,206003
"497",10400,"NWAmes",6,5,1976,1444,"Y",1444,0,1444,2,0,1,473,0,0,24,166457
"498",14311,"NWAmes",8,5,1996,1236,"Y",1236,1104,2340,2,1,1,787,0,218,180,202916
"499",9000,"NAmes",5,5,1974,896,"Y",896,896,1792,2,2,0,480,0,0,45,192463
"500",10295,"NAmes",4,6,1969,936,"Y",936,0,936,1,0,0,288,0,0,0,171775
"501",7560,"NAmes",5,5,1971,864,"Y",864,NA,864,1,0,0,576,0,0,0,175249
"502",1680,"BrDale",6,5,1973,483,"Y",483,504,987,1,1,0,264,0,0,0,147086
"503",1890,"BrDale",6,6,1972,483,"Y",483,504,987,1,1,0,352,0,0,0,149709
"504",1680,"BrDale",5,5,1972,630,"Y",630,672,1302,2,1,0,264,0,0,0,171411
"505",2308,"NPkVill",6,6,1975,855,"Y",855,601,1456,2,1,0,460,0,0,0,178188
"506",2529,"NPkVill",7,6,1977,1055,"Y",1055,0,1055,2,0,0,440,0,0,38,156491
"507",12704,"NridgHt",8,5,2007,1582,"Y",1582,NA,1582,2,0,0,905,0,0,95,180953
"508",13693,"NridgHt",8,5,2007,2418,"Y",2464,NA,2464,2,1,1,650,0,0,78,203909
"509",14418,"NridgHt",9,5,2007,1950,"Y",1950,NA,1950,2,0,1,706,0,0,207,175470
"510",13418,"NridgHt",9,5,2006,1850,"Y",1850,898,2748,2,1,1,850,0,0,182,205578
"511",12539,"NridgHt",10,5,2005,1620,"Y",1632,1158,2790,2,1,1,1150,0,0,200,199428
"512",12151,"NridgHt",9,5,2005,1414,"Y",1414,917,2331,2,1,1,1003,0,0,63,187599
"513",8899,"NridgHt",8,5,2007,948,"Y",948,1140,2088,2,1,1,656,0,0,24,192265
"514",10574,"NridgHt",8,5,2004,1148,"Y",1170,1162,2332,2,1,1,756,0,0,142,196666
"515",12720,"NridgHt",10,5,2003,2535,"Y",2470,NA,2470,1,1,2,789,144,0,65,155537
"516",10845,"NridgHt",8,5,2003,1603,"Y",1575,NA,1575,2,0,1,732,0,0,28,169543
"517",16900,"NridgHt",8,5,2001,1479,"Y",1515,1134,2649,2,1,1,746,0,0,60,202487
"518",16451,"NridgHt",8,5,2003,1765,"Y",1804,886,2690,2,1,1,795,0,0,58,208232
"519",10110,"NridgHt",9,5,2008,1858,"Y",1866,NA,1866,2,0,1,870,0,0,48,173621
"520",12304,"NridgHt",7,5,2005,1367,"Y",1367,0,1367,2,0,1,484,0,0,33,172414
"521",8232,"NridgHt",9,5,2007,1800,"Y",1800,NA,1800,2,0,1,944,0,0,0,164400
"522",6240,"NridgHt",8,5,2006,1342,"Y",1342,NA,1342,2,0,1,550,0,0,35,160480
"523",6240,"NridgHt",8,5,2006,1342,"Y",1342,0,1342,2,0,1,550,0,0,35,156060
"524",2448,"NridgHt",7,5,2003,764,"Y",764,862,1626,2,1,0,474,0,0,27,157437
"525",3940,"Blmngtn",7,5,2003,1415,"Y",1455,NA,1455,2,0,1,644,0,0,20,158163
"526",3940,"Blmngtn",7,5,2004,1393,"Y",1576,NA,1576,2,0,1,668,0,0,20,154849
"527",3710,"Blmngtn",7,5,2007,1146,"Y",1246,0,1246,2,0,1,428,0,0,24,152186
"528",9024,"Gilbert",6,5,2004,789,"Y",813,702,1515,2,1,1,393,0,0,75,180340
"529",8010,"Gilbert",7,5,2002,840,"Y",840,880,1720,2,1,1,400,0,0,48,178344
"530",8396,"Gilbert",7,5,2003,847,"Y",847,1139,1986,2,1,1,434,0,0,48,190170
"531",7301,"NridgHt",7,6,2007,1350,"Y",1358,NA,1358,2,0,1,484,0,0,26,168092
"532",8220,"Gilbert",7,5,2000,982,"Y",1008,884,1892,2,1,1,431,0,0,0,178757
"533",7750,"Gilbert",7,5,2002,707,"Y",707,707,1414,2,1,1,403,0,0,35,174518
"534",12460,"Gilbert",7,5,1999,1037,"Y",1037,1285,2322,2,1,1,400,0,0,44,198168
"535",8390,"Gilbert",7,5,1999,831,"Y",873,778,1651,2,1,1,450,0,0,103,176882
"536",9660,"NoRidge",8,5,1997,1173,"Y",1182,1017,2199,2,1,1,516,0,0,131,183801
"537",11000,"NoRidge",9,5,2000,1519,"Y",1533,639,2172,2,1,1,687,0,0,153,196400
"538",11675,"NoRidge",8,5,1998,1982,"Y",2006,NA,2006,2,0,1,938,0,0,33,172281
"539",10990,"NoRidge",7,5,1996,1064,"Y",1064,1061,2125,2,1,2,576,0,0,0,196380
"540",11929,"NoRidge",8,7,1995,1242,"Y",1251,1250,2501,2,1,1,751,0,0,87,198228
"541",10010,"NoRidge",7,5,1993,1080,"Y",1108,1089,2197,2,1,1,783,0,0,99,195556
